verdict	doc	line	kind	token	ref	note	context
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	163	translit	tôʿăbat	Prov 11:1	97 cand	***tôʿăbat YHWH … rəṣônô* at 11:1 and 11:20**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	163	translit	rəṣônô	Prov 11:1	58 cand	***tôʿăbat YHWH … rəṣônô* at 11:1 and 11:20**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	164	translit	yād	Prov 16:5	37 cand	*yād ləyād* opens (21, = 16:5)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	164	translit	ləyād	Prov 16:5	62 cand	*yād ləyād* opens (21, = 16:5)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	165	translit	wəšōreš	Prov 12:3	144 cand	***wəšōreš ṣaddîqîm* verbatim at 12:3 and 12:12**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	165	translit	ṣaddîqîm	Prov 12:3	23 cand	***wəšōreš ṣaddîqîm* verbatim at 12:3 and 12:12**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	168	translit	lōʾ	Prov 13:1	39 cand	***lōʾ šāmaʿ gəʿārâ* verbatim at 13:1 and 13:8**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	168	translit	šāmaʿ	Prov 13:1	61 cand	***lōʾ šāmaʿ gəʿārâ* verbatim at 13:1 and 13:8**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	168	translit	gəʿārâ	Prov 13:1	28 cand	***lōʾ šāmaʿ gəʿārâ* verbatim at 13:1 and 13:8**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	171	translit	wəʾiwwelet	Prov 14:1	139 cand	***wəʾiwwelet* at 14:1 and 14:8**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	171	translit	wəʾiwwelet	Prov 14:8	139 cand	***wəʾiwwelet* at 14:1 and 14:8**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	173	translit	ʾappayim	Prov 14:17	12 cand	***ʾappayim* + *ʾiwwelet* at 14:17 and 14:29**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	173	translit	ʾiwwelet	Prov 14:17	139 cand	***ʾappayim* + *ʾiwwelet* at 14:17 and 14:29**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	174	translit	marpēʾ	Prov 14:30	109 cand	*marpēʾ* at 14:30 and 15:4, **crossing the chapter division**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	174	translit	marpēʾ	Prov 15:4	109 cand	*marpēʾ* at 14:30 and 15:4, **crossing the chapter division**
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	189	translit	tôʿēbâ	Prov 15:9	97 cand	Three further verses carry *tôʿēbâ* without the *rəṣônô* half (15:9, 15:26, 16:5), and one applies it to kings rather than the LORD (16:12)
NEAR-MISS	Proverbs/dig-deeper-proverbs-10-1to15-33.md	189	translit	rəṣônô	Prov 15:9	Prov 15:8	Three further verses carry *tôʿēbâ* without the *rəṣônô* half (15:9, 15:26, 16:5), and one applies it to kings rather than the LORD (16:12)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	201	translit	hălôʾ	Prov 14:22	71 cand	and one with *hălôʾ*, "do they not" (14:22)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	275	translit	ʾaḥărîtāh	Prov 14:12	35 cand	what this run adds is that **14:12 is not an isolated break but the last of four**, and that it sits inside the unit (14:9–16) bound by *ʾaḥărîtāh*
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	275	translit	ʾaḥărîtāh	Prov 14:9-16	35 cand	what this run adds is that **14:12 is not an isolated break but the last of four**, and that it sits inside the unit (14:9–16) bound by *ʾaḥărîtāh*
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	320	translit	ʿōśēhû	Prov 14:31	23 cand	- ***ʿōśēhû*** ("his Maker", 14:31)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	326	translit	ʾappayim	Prov 14:17	12 cand	Triggered by *ʾappayim* (14:17, 14:29)
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	326	translit	ʾappayim	Prov 14:29	12 cand	Triggered by *ʾappayim* (14:17, 14:29)
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-10-1to15-33.md	438	translit	nepeš	Matt 11:25		MT 11:25 reads *nepeš-bərākâ tədūššān*, "a blessing-soul will be enriched." **Martin** (Cornerstone, 339) proposes the Greek of this verse
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-10-1to15-33.md	438	translit	bərākâ	Matt 11:25		MT 11:25 reads *nepeš-bərākâ tədūššān*, "a blessing-soul will be enriched." **Martin** (Cornerstone, 339) proposes the Greek of this verse
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-10-1to15-33.md	438	translit	tədūššān	Matt 11:25		MT 11:25 reads *nepeš-bərākâ tədūššān*, "a blessing-soul will be enriched." **Martin** (Cornerstone, 339) proposes the Greek of this verse
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	579	translit	kə…kēn	Prov 10:26	68 cand	and the handful of verses that break it (10:26's *kə…kēn*
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	580	translit	ʾerek	Prov 14:29	57 cand	- ***ʾerek ʾappayim*** at 14:29 is the divine self-description of Exod 34:6 applied to a man
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	580	translit	ʾappayim	Prov 14:29	12 cand	- ***ʾerek ʾappayim*** at 14:29 is the divine self-description of Exod 34:6 applied to a man
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	590	translit	ʾêtān	Prov 13:15	88 cand	BDB/HALOT on *ʾêtān* (13:15) and the *bəmôtô*/*bətummô* question at 14:32
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	590	translit	bəmôtô	Prov 14:32	78 cand	BDB/HALOT on *ʾêtān* (13:15) and the *bəmôtô*/*bətummô* question at 14:32
NEAR-MISS	Proverbs/dig-deeper-proverbs-10-1to15-33.md	590	translit	bətummô	Prov 14:32	Prov 13:1	BDB/HALOT on *ʾêtān* (13:15) and the *bəmôtô*/*bətummô* question at 14:32
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	685	translit	yēš	Prov 14:12	37 cand	which is the *yēš*-problem of Proverbs 14:12 in the mouth of Jesus
NEAR-MISS	Proverbs/dig-deeper-proverbs-10-1to15-33.md	853	translit	tôʿēbâ	Prov 10:6-11	Prov 9:1	chiasm at 10:6–11, inclusio at 12:3–12 and 13:1–8, a four-fold *tôʿēbâ* spine, a frame at 10:1/15:20
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	853	translit	tôʿēbâ	Prov 12:3-12	97 cand	chiasm at 10:6–11, inclusio at 12:3–12 and 13:1–8, a four-fold *tôʿēbâ* spine, a frame at 10:1/15:20
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	853	translit	tôʿēbâ	Prov 13:1-8	97 cand	chiasm at 10:6–11, inclusio at 12:3–12 and 13:1–8, a four-fold *tôʿēbâ* spine, a frame at 10:1/15:20
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	853	translit	tôʿēbâ	Prov 10:1	97 cand	chiasm at 10:6–11, inclusio at 12:3–12 and 13:1–8, a four-fold *tôʿēbâ* spine, a frame at 10:1/15:20
WEAK	Proverbs/dig-deeper-proverbs-10-1to15-33.md	853	translit	tôʿēbâ	Prov 15:20	97 cand	chiasm at 10:6–11, inclusio at 12:3–12 and 13:1–8, a four-fold *tôʿēbâ* spine, a frame at 10:1/15:20
WEAK	Proverbs/dig-deeper-proverbs-10-1to22-16.md	146	translit	tôʿăbat	Prov 11:1	97 cand	*tôʿăbat YHWH … rəṣônô* four times in the first half (11:1, 11:20, 12:22, 15:8) and **not once** in the second, which instead has *tôʿăbat YHWH gam-šənêhem* (17:15, 20:10)
WEAK	Proverbs/dig-deeper-proverbs-10-1to22-16.md	146	translit	rəṣônô	Prov 11:1	58 cand	*tôʿăbat YHWH … rəṣônô* four times in the first half (11:1, 11:20, 12:22, 15:8) and **not once** in the second, which instead has *tôʿăbat YHWH gam-šənêhem* (17:15, 20:10)
WEAK	Proverbs/dig-deeper-proverbs-10-1to22-16.md	152	translit	ʿormâ	Prov 1:4	90 cand	internal.** *Answers §1:8–9:18.* The frame promised to give the naïve *ʿormâ* and *mĕzimmâ* (1:4)
WEAK	Proverbs/dig-deeper-proverbs-10-1to22-16.md	152	translit	mĕzimmâ	Prov 1:4	46 cand	internal.** *Answers §1:8–9:18.* The frame promised to give the naïve *ʿormâ* and *mĕzimmâ* (1:4)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	36	translit	tôʿăbat	Prov 17:15	97 cand	In its place stands a different formula: ***tôʿăbat YHWH gam-šənêhem***, "an abomination to YHWH, **both of them alike**", at 17:15 and 20:10
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	36	translit	šənêhem	Prov 17:15	Prov 16:2	In its place stands a different formula: ***tôʿăbat YHWH gam-šənêhem***, "an abomination to YHWH, **both of them alike**", at 17:15 and 20:10
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	105	translit	yēš	Prov 14:12	37 cand	in four *yēš*-sayings culminating at 14:12
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	151	translit	lōʾ	Prov 19:5	39 cand	> **19:5** *ʿēd šəqārîm lōʾ yinnāqeh wəyāpîaḥ kəzābîm* **lōʾ yimmālēṭ**
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	151	translit	yimmālēṭ	Prov 19:5	67 cand	> **19:5** *ʿēd šəqārîm lōʾ yinnāqeh wəyāpîaḥ kəzābîm* **lōʾ yimmālēṭ**
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	152	translit	yōʾbēd	Prov 19:9	55 cand	> **19:9** *ʿēd šəqārîm lōʾ yinnāqeh wəyāpîaḥ kəzābîm* **yōʾbēd**
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	156	translit	nirgān	Prov 26:21	Prov 26:22	26:21 severed the *nirgān* pair
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	156	translit	naʿar	Prov 29:17	Prov 29:15	29:17 fell inside the *naʿar* inclusio
FAILED	Proverbs/dig-deeper-proverbs-16-1to22-16.md	162	translit	ṣaʿad	Prov 16:2	18 cand	*derek/ṣaʿad* at 16:2, 16:9
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	162	translit	ṣaʿad	Prov 16:9	18 cand	*derek/ṣaʿad* at 16:2, 16:9
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	164	translit	yōsîp	Prov 16:21	37 cand	*yōsîp leqaḥ* verbatim at 16:21 and 16:23
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	164	translit	leqaḥ	Prov 16:21	50 cand	*yōsîp leqaḥ* verbatim at 16:21 and 16:23
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	165	translit	mapərîd	Prov 16:28	54 cand	*mapərîd ʾallûp* at 16:28 and 17:9 chains it to the previous chapter
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	165	translit	ʾallûp	Prov 16:28	86 cand	*mapərîd ʾallûp* at 16:28 and 17:9 chains it to the previous chapter
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	168	translit	lōʾ	Prov 17:7	39 cand	*lōʾ nāʾweh* at 17:7 and 19:10
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	168	translit	nāʾweh	Prov 17:7	Prov 17:6	*lōʾ nāʾweh* at 17:7 and 19:10
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	169	translit	šənêhem	Prov 20:10	Prov 21:2	***gam-šənêhem*** at 20:10 and 20:12
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	169	translit	šənêhem	Prov 20:12	Prov 20:13	***gam-šənêhem*** at 20:10 and 20:12
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	169	translit	ḥadrê	Prov 20:27	25 cand	*ḥadrê-bāṭen* at 20:27 and 20:30
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	169	translit	bāṭen	Prov 20:27	78 cand	*ḥadrê-bāṭen* at 20:27 and 20:30
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	170	translit	libbôt	Prov 21:2	108 cand	*libbôt YHWH* at 21:2 (← 17:3)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	170	translit	libbôt	Prov 17:3	108 cand	*libbôt YHWH* at 21:2 (← 17:3)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	171	translit	ʾak	Prov 21:5	12 cand	*ʾak-ləmaḥsôr* at 21:5 and 22:16
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	171	translit	ləmaḥsôr	Prov 21:5	41 cand	*ʾak-ləmaḥsôr* at 21:5 and 22:16
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 16:5	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 16:12	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 17:15	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 20:10	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 20:23	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	248	translit	tôʿēbâ	Prov 21:27	97 cand	***tôʿēbâ* in 1B:** 16:5, 16:12 (of *kings*), 17:15, 20:10, 20:23, 21:27
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	270	translit	ḥadrê	Prov 18:8	25 cand	***ḥadrê-bāṭen* deserves the preacher's attention.** `[T]` Three occurrences, and each names something that gets *inside* a man: a whisperer's words go down into them (18:8)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	270	translit	bāṭen	Prov 18:8	78 cand	***ḥadrê-bāṭen* deserves the preacher's attention.** `[T]` Three occurrences, and each names something that gets *inside* a man: a whisperer's words go down into them (18:8)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	302	translit	tamrîq	Prov 20:30	102 cand	20:30 (*tamrîq*, hapax-adjacent) and 22:11 (whose syntax the ESV smooths to *"will have the king as his friend"*) both carry uncertainty
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	302	translit	tamrîq	Prov 22:11	Prov 22:13	20:30 (*tamrîq*, hapax-adjacent) and 22:11 (whose syntax the ESV smooths to *"will have the king as his friend"*) both carry uncertainty
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	385	translit	tôʿēbâ	Prov 11:1	97 cand	The fourth, 11:1, opened the *tôʿēbâ* spine in 1A
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	395	translit	nišmat	Gen 2:7	103 cand	*Source context.* Genesis 2:7: *"the LORD God formed the man of dust from the ground and breathed into his nostrils the breath of life (**nišmat ḥayyîm**), and the man became a living creature."* The *nəšāmâ* is what God puts into the man at creation.
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	395	translit	ḥayyîm	Gen 2:7	13 cand	*Source context.* Genesis 2:7: *"the LORD God formed the man of dust from the ground and breathed into his nostrils the breath of life (**nišmat ḥayyîm**), and the man became a living creature."* The *nəšāmâ* is what God puts into the man at creation.
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	397	translit	nēr	Prov 20:27	99 cand	*What it adds.* Proverbs 20:27 reads *nēr YHWH nišmat ʾādām*
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	397	translit	nišmat	Prov 20:27	103 cand	*What it adds.* Proverbs 20:27 reads *nēr YHWH nišmat ʾādām*
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	397	translit	ʾādām	Prov 20:27	36 cand	*What it adds.* Proverbs 20:27 reads *nēr YHWH nišmat ʾādām*
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	397	translit	nəšāmâ	Prov 16:2	103 cand	the lexical link is real (*nəšāmâ* + *ʾādām*), the conceptual move is mine.* It fits the section's self-knowledge frame exactly: a man cannot weigh his own spirit (16:2, 21:2) because the searching light is not his own.
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	397	translit	ʾādām	Prov 16:2	Prov 16:1	the lexical link is real (*nəšāmâ* + *ʾādām*), the conceptual move is mine.* It fits the section's self-knowledge frame exactly: a man cannot weigh his own spirit (16:2, 21:2) because the searching light is not his own.
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	440	grk	ἱλαρός	Prov 22:8		*Attestation.* `[S]` **Kruse** (TNTC, 217): Paul "draws upon a rendering of Proverbs 22:8a found in the LXX (but not in the MT upon which English translations are based)." **Keener** (IVP Background, 514): the line is "from an addition to Proverbs 22:8 in the 
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	440	grk	ἱλαρός	Prov 22:8		*Attestation.* `[S]` **Kruse** (TNTC, 217): Paul "draws upon a rendering of Proverbs 22:8a found in the LXX (but not in the MT upon which English translations are based)." **Keener** (IVP Background, 514): the line is "from an addition to Proverbs 22:8 in the 
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	440	grk	ἱλαρός	Prov 11:25		*Attestation.* `[S]` **Kruse** (TNTC, 217): Paul "draws upon a rendering of Proverbs 22:8a found in the LXX (but not in the MT upon which English translations are based)." **Keener** (IVP Background, 514): the line is "from an addition to Proverbs 22:8 in the 
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	545	translit	ḥesed	Prov 20:6	15 cand	Proclaiming your own *ḥesed* (20:6)
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	593	translit	tōkēn	Prov 16:2	56 cand	The *tōkēn*/*bōḥēn* pairing (16:2, 21:2 / 17:3) is semantic, not phonetic.
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	593	translit	bōḥēn	Prov 16:2	Prov 17:2	The *tōkēn*/*bōḥēn* pairing (16:2, 21:2 / 17:3) is semantic, not phonetic.
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	597	translit	tamrîq	Prov 20:30	102 cand	BDB/HALOT on *tamrîq* (20:30) and the syntax of 22:11
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	597	translit	tamrîq	Prov 22:11	Prov 22:13	BDB/HALOT on *tamrîq* (20:30) and the syntax of 22:11
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	866	grk	ἔργων	Prov 22:8		The line is built on 22:8's own B-colon (**δὲ ἔργων αὐτοῦ συντελέσει**, identical in both), which looks like construction by symmetry
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	866	grk	αὐτοῦ	Prov 22:8		The line is built on 22:8's own B-colon (**δὲ ἔργων αὐτοῦ συντελέσει**, identical in both), which looks like construction by symmetry
CROSS-TESTAMENT	Proverbs/dig-deeper-proverbs-16-1to22-16.md	866	grk	συντελέσει	Prov 22:8		The line is built on 22:8's own B-colon (**δὲ ἔργων αὐτοῦ συντελέσει**, identical in both), which looks like construction by symmetry
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	936	translit	šənêhem	Prov 21:2	109 cand	**Tools worked before secondary sources consulted:** **Confirmed.** The *petuchah* census (including the discovery that the 14:1 paragraph closes at 19:9), the four-section antithesis comparison, the 16:2 ∥ 21:2 frame, the *gam-šənêhem* formula, the imperative
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	936	translit	ḥadrê	Prov 18:12	Prov 17:2	**Tools worked before secondary sources consulted:** **Confirmed.** The *petuchah* census (including the discovery that the 14:1 paragraph closes at 19:9), the four-section antithesis comparison, the 16:2 ∥ 21:2 frame, the *gam-šənêhem* formula, the imperative
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	936	translit	bāṭen	Prov 18:12	Prov 17:1	**Tools worked before secondary sources consulted:** **Confirmed.** The *petuchah* census (including the discovery that the 14:1 paragraph closes at 19:9), the four-section antithesis comparison, the 16:2 ∥ 21:2 frame, the *gam-šənêhem* formula, the imperative
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	952	translit	šənêhem	Prov 16:2	109 cand	**Health note.** Strongly text-dominant, and every load-bearing finding is countable and re-checkable: the four-section table, the 16:2 ∥ 21:2 frame, the eight-of-nine divine-name opening, the *gam-šənêhem* formula, the imperative census, the paragraph running
WEAK	Proverbs/dig-deeper-proverbs-16-1to22-16.md	952	translit	šənêhem	Prov 21:2	109 cand	**Health note.** Strongly text-dominant, and every load-bearing finding is countable and re-checkable: the four-section table, the 16:2 ∥ 21:2 frame, the eight-of-nine divine-name opening, the *gam-šənêhem* formula, the imperative census, the paragraph running
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	952	translit	šənêhem	Prov 14:1	Prov 13:2	**Health note.** Strongly text-dominant, and every load-bearing finding is countable and re-checkable: the four-section table, the 16:2 ∥ 21:2 frame, the eight-of-nine divine-name opening, the *gam-šənêhem* formula, the imperative census, the paragraph running
NEAR-MISS	Proverbs/dig-deeper-proverbs-16-1to22-16.md	952	translit	šənêhem	Prov 19:9	Prov 19:10	**Health note.** Strongly text-dominant, and every load-bearing finding is countable and re-checkable: the four-section table, the 16:2 ∥ 21:2 frame, the eight-of-nine divine-name opening, the *gam-šənêhem* formula, the imperative census, the paragraph running
WEAK	Proverbs/dig-deeper-proverbs-2.md	437	translit	ʿormâ	Prov 1:4	90 cand	**1:4** *ʿormâ* and *mĕzimmâ* promised to the naïve
WEAK	Proverbs/dig-deeper-proverbs-2.md	437	translit	mĕzimmâ	Prov 1:4	46 cand	**1:4** *ʿormâ* and *mĕzimmâ* promised to the naïve
FAILED	Proverbs/dig-deeper-proverbs-2.md	448	translit	rĕpāʾîm	Prov 9:18	54 cand	**9:18** "her guests are in the depths of Sheol" (*rĕpāʾîm*)
NEAR-MISS	Proverbs/dig-deeper-proverbs-2.md	461	translit	ʾālep	Prov 2:1	Prov 3:1	*ʾālep* at 2:1, 5, 9 and *lāmed* at 2:12, 16, 20
